"route1", 44.1495, -73.7699, 0
"route1", 44.14928, -73.77032, 0
"route1", 44.14928, -73.77071, 0
"route1", 44.14926, -73.77116, 0
"route1", 44.14922, -73.77156, 0
"route1", 44.14926, -73.77188, 0
"route1", 44.14933, -73.77227, 0
"route1", 44.14948, -73.77304, 0
"route1", 44.14958, -73.77346, 0
"route1", 44.14958, -73.774, 0
"route1", 44.1496, -73.77444, 0
"route1", 44.14961, -73.7749, 0
"route1", 44.14933, -73.77488, 0
"route1", 44.14905, -73.77484, 0
"route1", 44.14897, -73.77445, 0
"route1", 44.14888, -73.77405, 0
"route1", 44.14879, -73.77365, 0
"route1", 44.14849, -73.77318, 0
"route1", 44.14819, -73.77284, 0
"route1", 44.14793, -73.77272, 0
"route1", 44.14774, -73.77214, 0
"route1", 44.14742, -73.77186, 0
"route1", 44.14707, -73.77175, 0
"route1", 44.14682, -73.77156, 0
"route1", 44.14666, -73.77128, 0
"route1", 44.14633, -73.77108, 0
"route1", 44.14611, -73.7709, 0
"route1", 44.14585, -73.77085, 0
"route1", 44.14536, -73.77051, 0
"route1", 44.14506, -73.77041, 0
"route1", 44.14484, -73.77022, 0
"route1", 44.1446, -73.7699, 0
"route1", 44.14433, -73.76956, 0
"route1", 44.14411, -73.7693, 0
"route1", 44.14377, -73.76907, 0
"route1", 44.14347, -73.76896, 0
"route2", 44.1434730977, -73.7689678569, 0
"route2", 44.14325, -73.76922, 0
"route2", 44.14298, -73.76944, 0
"route2", 44.14263, -73.76957, 0
"route2", 44.14233, -73.76956, 0
"route2", 44.14194, -73.76958, 0
"route2", 44.14163, -73.76945, 0
"route2", 44.14143, -73.76979, 0
"route2", 44.14119, -73.76992, 0
"route2", 44.14094, -73.77005, 0
"route2", 44.14073, -73.77016, 0
"route2", 44.14023, -73.77083, 0
"route2", 44.1392, -73.77136, 0
"route2", 44.13927, -73.77179, 0
"route2", 44.13941, -73.77205, 0
"route2", 44.13937, -73.77244, 0
"route2", 44.13907, -73.7725, 0
"route2", 44.13882, -73.77259, 0
"route2", 44.13873, -73.77297, 0
"route2", 44.13849, -73.77319, 0
"route2", 44.1383, -73.77302, 0
"route2", 44.13813, -73.7728, 0
"route2", 44.13787, -73.7729, 0
"route2", 44.13763, -73.77285, 0
"route2", 44.13742, -73.77269, 0
"route2", 44.13718, -73.77267, 0
"route2", 44.13688, -73.77248, 0
"route2", 44.13664, -73.77236, 0
"route2", 44.13638, -73.77241, 0
"route2", 44.13615, -73.77248, 0
"route2", 44.13592, -73.77257, 0
"route2", 44.13557, -73.77283, 0
"route2", 44.13527, -73.77287, 0
"route2", 44.13506, -73.77316, 0
"route2", 44.13472, -73.77312, 0
"route2", 44.13445, -73.77306, 0
"route2", 44.13429, -73.77329, 0
"route2", 44.13403, -73.7734, 0
"route2", 44.13364, -73.7735, 0
"route2", 44.13336, -73.7736, 0
"route2", 44.13312, -73.77398, 0
"route2", 44.13285, -73.77423, 0
"route2", 44.13263, -73.77445, 0
"route2", 44.13237, -73.77446, 0
"route2", 44.13214, -73.77445, 0
"route2", 44.13184, -73.77434, 0
"route2", 44.13162, -73.77423, 0
"route2", 44.13131, -73.77409, 0
"route2", 44.13098, -73.77407, 0
"route2", 44.13076, -73.77394, 0
"route2", 44.13064, -73.77368, 0
"route2", 44.13032, -73.77369, 0
"route2", 44.13012, -73.77353, 0
"route2", 44.13016, -73.77316, 0
"route2", 44.12989, -73.77306, 0
"route2", 44.12963, -73.77298, 0
"route2", 44.12937, -73.77276, 0
"route2", 44.12913, -73.77276, 0
"route2", 44.1289, -73.77269, 0
"route2", 44.12871, -73.77252, 0
"route2", 44.12856, -73.7722, 0
"route2", 44.1287, -73.772, 0
"route3", 44.1287, -73.772, 0
"route3", 44.12875, -73.77246, 0
"route3", 44.12853, -73.77256, 0
"route3", 44.12845, -73.77226, 0
"route3", 44.1287, -73.77227, 0
"route3", 44.1287, -73.772, 0
"route4", 44.1287, -73.772, 0
"route4", 44.12883, -73.77199, 0
"route4", 44.1287, -73.772, 0
"route5", 44.1287, -73.772, 0
"route5", 44.1286, -73.77171, 0
"route5", 44.12823, -73.77145, 0
"route5", 44.12811, -73.77117, 0
"route5", 44.12798, -73.77087, 0
"route5", 44.12778, -73.77065, 0
"route5", 44.12761, -73.77035, 0
"route5", 44.12737, -73.77022, 0
"route5", 44.1272, -73.76989, 0
"route5", 44.12699, -73.76964, 0
"route5", 44.12682, -73.76938, 0
"route5", 44.12673, -73.76899, 0
"route5", 44.12656, -73.76861, 0
"route5", 44.12636, -73.76836, 0
"route5", 44.12608, -73.76824, 0
"route5", 44.12585, -73.7682, 0
"route5", 44.12564, -73.76802, 0
"route5", 44.12531, -73.76777, 0
"route5", 44.12512, -73.76744, 0
"route5", 44.1249, -73.76735, 0
"route5", 44.12471, -73.76717, 0
"route5", 44.12457, -73.76682, 0
"route5", 44.12453, -73.76643, 0
"route5", 44.1242, -73.76603, 0
"route5", 44.12431, -73.76567, 0
"route5", 44.12437, -73.76533, 0
"route5", 44.12431, -73.76499, 0
"route5", 44.12423, -73.7646, 0
"route5", 44.12418, -73.76429, 0
"route5", 44.12428, -73.764, 0
"route5", 44.12443, -73.76362, 0
