42.070439,-74.573666,2576,"Croute_new_1"
42.069307,-74.574351,2667,"Croute_new_1"
42.068424,-74.574188,2720,"Croute_new_1"
42.067540,-74.573807,2765,"Croute_new_1"
42.066468,-74.573911,2795,"Croute_new_1"
42.065704,-74.574278,2826,"Croute_new_1"
42.064813,-74.574502,2842,"Croute_new_1"
42.063894,-74.574399,2842,"Croute_new_1"
42.062948,-74.574200,2848,"Croute_new_1"
42.061994,-74.574351,2872,"Croute_new_1"
42.061093,-74.574212,2896,"Croute_new_1"
42.060175,-74.574376,2923,"Croute_new_1"
42.059480,-74.574163,2988,"Croute_new_1"
42.059357,-74.572629,3063,"Croute_new_1"
42.058736,-74.572717,3101,"Croute_new_1"
42.058088,-74.572855,3122,"Croute_new_1"
42.057170,-74.572909,3150,"Croute_new_1"
42.056197,-74.572855,3190,"Croute_new_1"
42.055251,-74.572729,3225,"Croute_new_1"
42.054413,-74.572771,3227,"Croute_new_1"
42.053567,-74.572825,3228,"Croute_new_1"
42.052505,-74.572904,3227,"Croute_new_1"
42.051605,-74.573188,3216,"Croute_new_1"
42.050723,-74.573351,3226,"Croute_new_1"
42.049814,-74.573635,3238,"Croute_new_1"
42.048969,-74.574076,3251,"Croute_new_1"
42.048161,-74.574673,3253,"Croute_new_1"
42.047597,-74.575632,3258,"Croute_new_1"
42.046988,-74.576602,3287,"Croute_new_1"
42.046822,-74.577836,3319,"Croute_new_1"
42.046998,-74.579225,3343,"Croute_new_1"
42.046714,-74.580423,3356,"Croute_new_1"
42.046313,-74.581585,3360,"Croute_new_1"
42.045885,-74.582821,3348,"Croute_new_1"
42.046240,-74.583894,3359,"Croute_new_1"
42.046389,-74.585077,3433,"Croute_new_1"
42.046581,-74.586079,3504,"Croute_new_1"
42.046793,-74.587431,3523,"Croute_new_1"
42.046815,-74.588530,3569,"Croute_new_1"
42.046685,-74.589896,3611,"Croute_new_1"
42.046482,-74.591082,3666,"Croute_new_1"
42.046090,-74.592220,3708,"Croute_new_1"
42.045806,-74.593406,3719,"Croute_new_1"
42.045513,-74.594665,3748,"Croute_new_1"
42.101916,-74.516481,2092,"Croute_new_2"
42.101180,-74.515156,2105,"Croute_new_2"
42.100574,-74.514326,2104,"Croute_new_2"
42.099859,-74.513546,2124,"Croute_new_2"
42.098945,-74.512633,2188,"Croute_new_2"
42.098807,-74.511969,2141,"Croute_new_2"
42.098712,-74.510724,2206,"Croute_new_2"
42.099121,-74.509464,2273,"Croute_new_2"
42.099557,-74.508348,2300,"Croute_new_2"
42.099769,-74.507233,2365,"Croute_new_2"
42.100007,-74.505986,2426,"Croute_new_2"
42.100019,-74.504704,2468,"Croute_new_2"
42.099996,-74.503507,2501,"Croute_new_2"
42.100532,-74.502608,2582,"Croute_new_2"
42.101301,-74.503291,2652,"Croute_new_2"
42.102113,-74.503599,2747,"Croute_new_2"
42.102930,-74.503049,2820,"Croute_new_2"
42.103484,-74.502004,2876,"Croute_new_2"
42.103974,-74.500875,2911,"Croute_new_2"
42.104348,-74.499857,2979,"Croute_new_2"
42.103740,-74.498773,2969,"Croute_new_2"
42.103114,-74.497750,2935,"Croute_new_2"
42.102443,-74.496763,2932,"Croute_new_2"
42.101836,-74.495934,2957,"Croute_new_2"
42.101157,-74.495093,2973,"Croute_new_2"
42.100523,-74.494311,3020,"Croute_new_2"
42.099789,-74.493314,3131,"Croute_new_2"
42.099399,-74.492615,3239,"Croute_new_2"
42.098460,-74.492030,3331,"Croute_new_2"
42.097558,-74.491916,3419,"Croute_new_2"
42.096711,-74.491645,3502,"Croute_new_2"
42.096086,-74.490864,3584,"Croute_new_2"
42.095406,-74.489842,3646,"Croute_new_2"
42.094827,-74.489350,3644,"Croute_new_2"
42.093644,-74.488707,3629,"Croute_new_2"
42.093004,-74.488458,3626,"Croute_new_2"
42.092066,-74.488127,3641,"Croute_new_2"
42.091120,-74.488231,3655,"Croute_new_2"
42.090485,-74.489095,3627,"Croute_new_2"
42.090011,-74.489885,3581,"Croute_new_2"
42.089342,-74.491353,3482,"Croute_new_2"
42.089004,-74.492263,3432,"Croute_new_2"
42.088305,-74.493066,3342,"Croute_new_2"
42.087605,-74.493664,3254,"Croute_new_2"
42.086706,-74.494155,3202,"Croute_new_2"
42.086170,-74.495139,3147,"Croute_new_2"
42.085571,-74.496123,3107,"Croute_new_2"
42.084910,-74.497301,3058,"Croute_new_2"
42.085245,-74.497806,3037,"Croute_new_2"
42.086103,-74.498223,2951,"Croute_new_2"
42.086763,-74.498858,2841,"Croute_new_2"
42.087316,-74.499603,2748,"Croute_new_2"
42.088031,-74.500456,2665,"Croute_new_2"
42.088575,-74.501371,2590,"Croute_new_2"
42.089139,-74.502491,2484,"Croute_new_2"
42.089585,-74.503576,2406,"Croute_new_2"
42.089904,-74.504529,2359,"Croute_new_2"
42.090584,-74.505587,2306,"Croute_new_2"
42.091613,-74.506184,2270,"Croute_new_2"
42.092254,-74.506409,2272,"Croute_new_2"
